patch name,age,Split,base,rIdx,cIdx,count_DN3,count_Postsel DP (CD69+),count_Postsel DP (CD69-),count_Presel DP,shape_cluster,comp_cluster_raw,comp_cluster_aligned,enrich_DN3,enrich_Postsel DP (CD69+),enrich_Postsel DP (CD69-),enrich_Presel DP
O1_K8_sq_r38_c38.tif,O,O1,O1_K8_sq,38,38,5,0,9,94,0,0,0,4.521558,4.0675764,0.73762304,0.9866209
O1_K8_sq_r38_c39.tif,O,O1,O1_K8_sq,38,39,3,0,10,115,0,0,0,2.434685,3.4417953,0.6898418,1.0203515
O1_K8_sq_r38_c40.tif,O,O1,O1_K8_sq,38,40,3,0,8,100,1,0,0,2.800965,3.9595876,0.642457,1.0214069
O1_K8_sq_r38_c41.tif,O,O1,O1_K8_sq,38,41,1,0,18,156,0,2,2,0.7663657,2.5278723,0.8926928,1.0154353
O1_K8_sq_r38_c42.tif,O,O1,O1_K8_sq,38,42,2,0,12,151,0,0,0,1.3537598,2.679242,0.6392888,1.0418551
O1_K8_sq_r38_c43.tif,O,O1,O1_K8_sq,38,43,6,0,7,96,0,0,0,5.295518,4.0309315,0.5770877,0.9984252
O1_K8_sq_r37_c36.tif,O,O1,O1_K8_sq,37,36,1,0,10,77,0,2,2,1.5071859,4.9714823,0.9964382,0.98894095
O1_K8_sq_r37_c37.tif,O,O1,O1_K8_sq,37,37,1,2,16,120,0,1,1,0.9620335,15.866433,0.9994669,0.9814747
O1_K8_sq_r37_c38.tif,O,O1,O1_K8_sq,37,38,4,2,38,105,1,1,1,2.6949682,14.815675,2.1776464,0.8023922
O1_K8_sq_r37_c39.tif,O,O1,O1_K8_sq,37,39,0,0,18,101,1,2,2,0.37368244,3.6977966,1.3058399,0.9633672
O1_K8_sq_r37_c40.tif,O,O1,O1_K8_sq,37,40,1,0,15,123,0,2,2,0.9620335,3.1732864,0.9388931,1.0059097
O1_K8_sq_r37_c41.tif,O,O1,O1_K8_sq,37,41,0,0,28,123,0,2,2,0.29552665,2.9244013,1.5909517,0.9270149
O1_K8_sq_r37_c42.tif,O,O1,O1_K8_sq,37,42,0,0,20,150,0,2,2,0.26288125,2.601357,1.0179559,1.0048916
O1_K8_sq_r37_c43.tif,O,O1,O1_K8_sq,37,43,3,0,10,115,0,0,0,2.434685,3.4417953,0.6898418,1.0203515
O1_K8_sq_r36_c34.tif,O,O1,O1_K8_sq,36,34,1,0,9,74,1,2,2,1.5772877,5.202714,0.9434714,0.9948761
O1_K8_sq_r36_c35.tif,O,O1,O1_K8_sq,36,35,2,0,15,116,2,2,2,1.674651,3.3143213,0.9806217,0.9910677
O1_K8_sq_r36_c36.tif,O,O1,O1_K8_sq,36,36,2,1,26,105,1,1,1,1.6623374,9.869855,1.6642193,0.8908914
O1_K8_sq_r36_c37.tif,O,O1,O1_K8_sq,36,37,3,1,26,129,1,1,1,1.9658947,8.337269,1.4058001,0.9237513
O1_K8_sq_r36_c38.tif,O,O1,O1_K8_sq,36,38,0,2,56,106,0,1,1,0.27238297,13.47691,2.9069927,0.73680526
O1_K8_sq_r36_c39.tif,O,O1,O1_K8_sq,36,39,0,3,20,43,0,1,1,0.664935,46.059322,2.5748296,0.7346687
O1_K8_sq_r36_c40.tif,O,O1,O1_K8_sq,36,40,0,1,14,72,0,1,1,0.5080402,15.082025,1.3914948,0.9355331
O1_K8_sq_r36_c41.tif,O,O1,O1_K8_sq,36,41,2,0,21,134,0,2,2,1.4218736,2.8140464,1.1549014,0.9714855
O1_K8_sq_r36_c42.tif,O,O1,O1_K8_sq,36,42,1,1,18,135,0,1,1,0.8639919,8.549683,1.0064117,0.99117607
O1_K8_sq_r36_c43.tif,O,O1,O1_K8_sq,36,43,1,0,3,80,0,1,1,1.5772877,5.202714,0.3475947,1.0750004
O1_K8_sq_r35_c32.tif,O,O1,O1_K8_sq,35,32,2,0,3,90,0,0,0,2.3307,4.6127152,0.30817676,1.0714898
O1_K8_sq_r35_c33.tif,O,O1,O1_K8_sq,35,33,1,0,11,128,1,2,2,0.95525867,3.1509392,0.69169253,1.0392642
O1_K8_sq_r35_c34.tif,O,O1,O1_K8_sq,35,34,3,1,25,122,1,1,1,2.0686865,8.773204,1.4234831,0.9195087
O1_K8_sq_r35_c40.tif,O,O1,O1_K8_sq,35,40,2,3,42,112,0,1,1,1.4042104,19.453627,2.254585,0.80248666
O1_K8_sq_r35_c41.tif,O,O1,O1_K8_sq,35,41,2,0,28,147,0,2,2,1.2630049,2.4996278,1.3598638,0.94634646
O1_K8_sq_r35_c42.tif,O,O1,O1_K8_sq,35,42,4,0,6,92,0,0,0,3.9128866,4.302244,0.53380615,1.0214558
O1_K8_sq_r35_c43.tif,O,O1,O1_K8_sq,35,43,0,0,2,47,0,1,1,0.88658,8.773204,0.41867152,1.0696325
O1_K8_sq_r34_c28.tif,O,O1,O1_K8_sq,34,28,2,0,7,50,1,0,0,3.7061949,7.3349733,1.0501105,0.950764
O1_K8_sq_r34_c29.tif,O,O1,O1_K8_sq,34,29,1,1,8,76,0,1,1,1.5414401,15.253411,0.82497317,0.99836636
O1_K8_sq_r34_c31.tif,O,O1,O1_K8_sq,34,31,0,0,9,96,1,1,1,0.42257547,4.1816206,0.75830406,1.0357494
O1_K8_sq_r34_c32.tif,O,O1,O1_K8_sq,34,32,2,0,20,136,2,2,2,1.4129868,2.7964587,1.0943027,0.97976935
O1_K8_sq_r34_c40.tif,O,O1,O1_K8_sq,34,40,1,4,75,88,0,1,1,0.797922,23.68765,3.7931638,0.59786826
O1_K8_sq_r34_c41.tif,O,O1,O1_K8_sq,34,41,0,2,55,111,0,1,1,0.265974,13.159806,2.7883523,0.7532465
O1_K8_sq_r34_c42.tif,O,O1,O1_K8_sq,34,42,1,0,7,62,0,1,1,1.8839824,6.2143526,0.8896769,0.99691635
O1_K8_sq_r33_c25.tif,O,O1,O1_K8_sq,33,25,3,0,3,103,0,0,0,2.8514328,4.0309315,0.2693076,1.0708498
O1_K8_sq_r33_c26.tif,O,O1,O1_K8_sq,33,26,0,0,12,128,0,2,2,0.31841955,3.1509392,0.7518397,1.0392642
O1_K8_sq_r33_c27.tif,O,O1,O1_K8_sq,33,27,3,0,11,100,1,0,0,2.728526,3.8571844,0.846727,0.99499124
O1_K8_sq_r33_c28.tif,O,O1,O1_K8_sq,33,28,0,0,21,130,1,2,2,0.29552665,2.9244013,1.2001917,0.9795582
O1_K8_sq_r33_c29.tif,O,O1,O1_K8_sq,33,29,0,0,21,113,1,2,2,0.3324675,3.2899516,1.3502156,0.9584471
O1_K8_sq_r33_c30.tif,O,O1,O1_K8_sq,33,30,0,2,30,128,2,1,1,0.2791085,13.809672,1.6080087,0.91095996
O1_K8_sq_r33_c31.tif,O,O1,O1_K8_sq,33,31,2,3,52,92,2,1,1,1.4972045,20.741945,2.9695177,0.7035192
O1_K8_sq_r33_c32.tif,O,O1,O1_K8_sq,33,32,0,8,66,100,2,1,1,0.2569067,43.218,3.2271008,0.6557897
O1_K8_sq_r33_c40.tif,O,O1,O1_K8_sq,33,40,2,0,20,115,0,2,2,1.6264597,3.2189453,1.2596289,0.95428556
O1_K8_sq_r33_c41.tif,O,O1,O1_K8_sq,33,41,2,0,5,69,0,0,0,2.8984346,5.7363257,0.6022429,1.0232962
O1_K8_sq_r32_c15.tif,O,O1,O1_K8_sq,32,15,3,0,0,53,0,0,0,5.457052,7.714369,0.07362843,1.0593438
O1_K8_sq_r32_c16.tif,O,O1,O1_K8_sq,32,16,4,0,7,108,1,0,0,3.3631423,3.6977966,0.5293945,1.0298064
O1_K8_sq_r32_c17.tif,O,O1,O1_K8_sq,32,17,5,0,5,74,0,0,0,5.7833877,5.202714,0.54622024,0.9948761
O1_K8_sq_r32_c18.tif,O,O1,O1_K8_sq,32,18,0,0,4,107,0,1,1,0.40013784,3.9595876,0.3401243,1.0925497
O1_K8_sq_r32_c19.tif,O,O1,O1_K8_sq,32,19,3,0,8,82,0,0,0,3.331674,4.7098255,0.76418567,0.9973361
O1_K8_sq_r32_c20.tif,O,O1,O1_K8_sq,32,20,4,0,7,82,1,0,0,4.2835813,4.7098255,0.6742814,0.9973361
O1_K8_sq_r32_c21.tif,O,O1,O1_K8_sq,32,21,1,0,11,74,1,2,2,1.5414401,5.0844707,1.1161401,0.9722653
O1_K8_sq_r32_c24.tif,O,O1,O1_K8_sq,32,24,2,0,9,100,0,0,0,2.0006893,3.9595876,0.7180401,1.0214069
O1_K8_sq_r32_c25.tif,O,O1,O1_K8_sq,32,25,1,0,14,167,1,2,2,0.7372105,2.4317033,0.67306,1.0454618
O1_K8_sq_r32_c26.tif,O,O1,O1_K8_sq,32,26,0,0,7,140,1,1,1,0.30346024,3.0029087,0.42991102,1.0829321
O1_K8_sq_r32_c27.tif,O,O1,O1_K8_sq,32,27,1,0,18,124,1,2,2,0.9354947,3.0857475,1.0897008,0.9860809
O1_K8_sq_r32_c28.tif,O,O1,O1_K8_sq,32,28,0,0,24,124,1,2,2,0.3014372,2.9828894,1.3950133,0.9532115
O1_K8_sq_r32_c29.tif,O,O1,O1_K8_sq,32,29,0,5,26,106,1,1,1,0.32529193,35.408398,1.6283008,0.87992567
O1_K8_sq_r32_c31.tif,O,O1,O1_K8_sq,32,31,0,4,26,110,1,1,1,0.31841955,28.358454,1.5939001,0.89368635
O1_K8_sq_r32_c40.tif,O,O1,O1_K8_sq,32,40,1,0,14,99,0,2,2,1.1693684,3.8571844,1.0676123,0.98509085
O1_K8_sq_r32_c41.tif,O,O1,O1_K8_sq,32,41,2,0,5,80,0,0,0,2.540201,5.0273414,0.52780837,1.0387644
O1_K8_sq_r31_c4.tif,O,O1,O1_K8_sq,31,4,4,0,1,54,1,0,0,6.6711507,7.3349733,0.2100221,1.026072
O1_K8_sq_r31_c5.tif,O,O1,O1_K8_sq,31,5,7,0,14,100,1,0,0,5.514095,3.6376698,1.0068539,0.9383657
O1_K8_sq_r31_c6.tif,O,O1,O1_K8_sq,31,6,4,0,11,119,1,0,0,2.9922075,3.2899516,0.7222083,1.0091139
O1_K8_sq_r31_c7.tif,O,O1,O1_K8_sq,31,7,0,0,3,137,1,1,1,0.31841955,3.1509392,0.21051511,1.1120532
O1_K8_sq_r31_c8.tif,O,O1,O1_K8_sq,31,8,3,0,7,123,0,0,0,2.3445113,3.3143213,0.47449437,1.0506169
O1_K8_sq_r31_c9.tif,O,O1,O1_K8_sq,31,9,1,0,12,119,1,2,2,1.012289,3.339055,0.7967256,1.0241753
O1_K8_sq_r31_c10.tif,O,O1,O1_K8_sq,31,10,3,0,10,104,1,0,0,2.65974,3.7599447,0.7536087,1.0085107
O1_K8_sq_r31_c11.tif,O,O1,O1_K8_sq,31,11,4,0,11,102,0,0,0,3.4196656,3.7599447,0.825381,0.98920906
O1_K8_sq_r31_c12.tif,O,O1,O1_K8_sq,31,12,5,0,12,62,1,0,0,6.1403866,5.523869,1.3180399,0.88614786
O1_K8_sq_r31_c13.tif,O,O1,O1_K8_sq,31,13,3,0,4,93,1,0,0,3.10303,4.386602,0.37680435,1.0527437
O1_K8_sq_r31_c14.tif,O,O1,O1_K8_sq,31,14,6,0,9,102,1,0,0,4.939517,3.7599447,0.6818365,0.98920906
O1_K8_sq_r31_c15.tif,O,O1,O1_K8_sq,31,15,5,0,1,54,0,0,0,8.022119,7.2166677,0.20663464,1.0095224
O1_K8_sq_r31_c16.tif,O,O1,O1_K8_sq,31,16,2,0,9,105,0,0,0,1.9159143,3.7918084,0.68761474,1.02679
O1_K8_sq_r31_c17.tif,O,O1,O1_K8_sq,31,17,1,0,2,86,1,1,1,1.4906235,4.9168506,0.23464008,1.0916562
O1_K8_sq_r31_c18.tif,O,O1,O1_K8_sq,31,18,3,0,14,119,1,0,0,2.2935438,3.242271,0.89741325,0.994489
O1_K8_sq_r31_c19.tif,O,O1,O1_K8_sq,31,19,2,0,11,128,0,0,0,1.5809642,3.1289048,0.68685544,1.0319966
O1_K8_sq_r31_c20.tif,O,O1,O1_K8_sq,31,20,1,0,12,136,2,2,2,0.89832276,2.963135,0.70702803,1.0381662
O1_K8_sq_r31_c21.tif,O,O1,O1_K8_sq,31,21,1,0,10,145,1,2,2,0.8585236,2.831857,0.56759137,1.0575894
O1_K8_sq_r31_c22.tif,O,O1,O1_K8_sq,31,22,2,0,9,114,1,0,0,1.7801409,3.5230975,0.63888615,1.0354114
O1_K8_sq_r31_c23.tif,O,O1,O1_K8_sq,31,23,2,0,3,65,0,0,0,3.1399708,6.2143526,0.4151826,1.0447683
O1_K8_sq_r31_c24.tif,O,O1,O1_K8_sq,31,24,2,0,8,108,0,0,0,1.8839824,3.7286117,0.6049803,1.038388
O1_K8_sq_r31_c25.tif,O,O1,O1_K8_sq,31,25,2,0,7,125,2,0,0,1.6623374,3.2899516,0.47100544,1.0597807
O1_K8_sq_r31_c26.tif,O,O1,O1_K8_sq,31,26,0,0,10,120,2,1,1,0.34254226,3.389647,0.67938966,1.0483935
O1_K8_sq_r31_c36.tif,O,O1,O1_K8_sq,31,36,0,3,28,115,1,1,1,0.30551067,21.162392,1.6447002,0.8962547
O1_K8_sq_r31_c38.tif,O,O1,O1_K8_sq,31,38,0,0,23,98,1,2,2,0.3676063,3.6376698,1.6317977,0.9196918
O1_K8_sq_r31_c39.tif,O,O1,O1_K8_sq,31,39,1,5,32,115,0,1,1,0.8751402,31.753338,1.7908335,0.8557787
O1_K8_sq_r31_c40.tif,O,O1,O1_K8_sq,31,40,1,0,19,132,1,2,2,0.8808229,2.9054117,1.0814774,0.98811233
O1_K8_sq_r31_c41.tif,O,O1,O1_K8_sq,31,41,1,1,6,98,0,1,1,1.2559882,12.428705,0.5140356,1.0474267
O1_K8_sq_r30_c3.tif,O,O1,O1_K8_sq,30,3,7,0,1,84,0,0,0,7.2152514,4.7599297,0.13629094,1.032381
O1_K8_sq_r30_c4.tif,O,O1,O1_K8_sq,30,4,1,0,12,117,0,2,2,1.0276268,3.389647,0.80879724,1.0222924
O1_K8_sq_r30_c5.tif,O,O1,O1_K8_sq,30,5,3,0,23,127,0,0,0,2.0419939,2.886667,1.2949104,0.94469076
O1_K8_sq_r30_c6.tif,O,O1,O1_K8_sq,30,6,1,0,6,128,0,2,2,0.9901221,3.265937,0.40522513,1.0771935
O1_K8_sq_r30_c7.tif,O,O1,O1_K8_sq,30,7,0,1,9,136,0,1,1,0.30551067,9.069595,0.54823333,1.0592101
O1_K8_sq_r30_c8.tif,O,O1,O1_K8_sq,30,8,1,0,16,131,0,2,2,0.90431154,2.9828894,0.93949884,1.0068057
O1_K8_sq_r30_c10.tif,O,O1,O1_K8_sq,30,10,4,0,12,98,0,0,0,3.508105,3.8571844,0.92035544,0.9751904
O1_K8_sq_r30_c13.tif,O,O1,O1_K8_sq,30,13,4,0,15,84,1,0,0,3.875621,4.2612705,1.2607994,0.9242268
O1_K8_sq_r30_c14.tif,O,O1,O1_K8_sq,30,14,1,0,20,145,1,2,2,0.8074211,2.663294,1.0421929,0.9946376
O1_K8_sq_r30_c15.tif,O,O1,O1_K8_sq,30,15,3,0,12,123,1,0,0,2.260779,3.195953,0.7625803,1.0130948
O1_K8_sq_r30_c21.tif,O,O1,O1_K8_sq,30,21,1,1,28,122,1,1,1,0.8808229,8.716235,1.5806209,0.91353786
O1_K8_sq_r30_c22.tif,O,O1,O1_K8_sq,30,22,2,0,14,132,1,0,0,1.5071859,2.9828894,0.8256202,1.014462
O1_K8_sq_r30_c23.tif,O,O1,O1_K8_sq,30,23,6,0,5,101,1,0,0,5.1561623,3.9248543,0.4120609,1.0225213
O1_K8_sq_r30_c24.tif,O,O1,O1_K8_sq,30,24,3,0,4,80,0,0,0,3.5562816,5.0273414,0.4318432,1.0387644
O1_K8_sq_r30_c25.tif,O,O1,O1_K8_sq,30,25,0,0,12,127,1,2,2,0.32067785,3.1732864,0.75717187,1.0384898
O1_K8_sq_r30_c26.tif,O,O1,O1_K8_sq,30,26,0,0,6,113,1,1,1,0.37368244,3.6977966,0.4588086,1.0772629
O1_K8_sq_r30_c32.tif,O,O1,O1_K8_sq,30,32,0,3,30,133,1,1,1,0.26914033,18.643059,1.5505798,0.9126057
O1_K8_sq_r30_c35.tif,O,O1,O1_K8_sq,30,35,0,2,22,95,1,1,1,0.37368244,18.488983,1.5881836,0.9064194
O1_K8_sq_r30_c36.tif,O,O1,O1_K8_sq,30,36,0,1,12,121,1,1,1,0.3324675,9.869855,0.785009,1.0260029
O1_K8_sq_r30_c37.tif,O,O1,O1_K8_sq,30,37,1,0,10,91,2,2,2,1.3042955,4.302244,0.86230224,1.010413
O1_K8_sq_r30_c38.tif,O,O1,O1_K8_sq,30,38,2,0,13,99,1,0,0,1.9489473,3.8571844,0.9939839,0.98509085
O1_K8_sq_r30_c39.tif,O,O1,O1_K8_sq,30,39,2,0,12,96,1,0,0,2.0185525,3.9949412,0.95322526,0.98951066
O1_K8_sq_r30_c40.tif,O,O1,O1_K8_sq,30,40,0,0,22,102,1,2,2,0.35885382,3.551059,1.5251606,0.934253
O1_K8_sq_r29_c2.tif,O,O1,O1_K8_sq,29,2,2,0,1,57,2,0,0,3.6464174,7.2166677,0.20663464,1.0650926
O1_K8_sq_r29_c3.tif,O,O1,O1_K8_sq,29,3,2,0,6,118,1,0,0,1.7662334,3.4955733,0.43371752,1.0632112
O1_K8_sq_r29_c4.tif,O,O1,O1_K8_sq,29,4,2,0,12,134,1,0,0,1.5071859,2.9828894,0.71174157,1.0297747
O1_K8_sq_r29_c5.tif,O,O1,O1_K8_sq,29,5,0,0,14,78,0,1,1,0.48101676,4.7599297,1.317479,0.9590759
O1_K8_sq_r29_c6.tif,O,O1,O1_K8_sq,29,6,0,0,16,70,0,1,1,0.5138134,5.0844707,1.6014185,0.92006314
O1_K8_sq_r29_c23.tif,O,O1,O1_K8_sq,29,23,2,0,5,114,2,0,0,1.8380315,3.6376698,0.3819101,1.0690833
O1_K8_sq_r29_c24.tif,O,O1,O1_K8_sq,29,24,1,0,10,89,0,2,2,1.32987,4.386602,0.8792102,1.0077065
O1_K8_sq_r29_c25.tif,O,O1,O1_K8_sq,29,25,0,0,8,118,2,1,1,0.3532467,3.4955733,0.5671691,1.0632112
O1_K8_sq_r29_c26.tif,O,O1,O1_K8_sq,29,26,1,0,10,119,0,2,2,1.0276268,3.389647,0.67938966,1.039693
O1_K8_sq_r29_c27.tif,O,O1,O1_K8_sq,29,27,1,0,1,74,0,1,1,1.7390608,5.7363257,0.16424805,1.0969146
O1_K8_sq_r29_c32.tif,O,O1,O1_K8_sq,29,32,0,1,10,147,1,1,1,0.28259736,8.389377,0.56049645,1.0587251
O1_K8_sq_r29_c33.tif,O,O1,O1_K8_sq,29,33,0,0,19,103,0,2,2,0.36464176,3.6083338,1.3431252,0.95858324
O1_K8_sq_r29_c34.tif,O,O1,O1_K8_sq,29,34,0,1,11,109,1,1,1,0.3676063,10.91301,0.7985393,1.0223985
O1_K8_sq_r29_c35.tif,O,O1,O1_K8_sq,29,35,0,0,22,116,2,2,2,0.32296842,3.195953,1.3726444,0.95567244
O1_K8_sq_r29_c36.tif,O,O1,O1_K8_sq,29,36,2,2,9,125,1,1,1,1.6148422,15.979765,0.579561,1.0295012
O1_K8_sq_r29_c37.tif,O,O1,O1_K8_sq,29,37,0,0,21,110,2,2,2,0.33996674,3.364161,1.3806715,0.95416135
O1_K8_sq_r29_c38.tif,O,O1,O1_K8_sq,29,38,2,0,12,117,1,0,0,1.6998336,3.364161,0.802716,1.014606
O1_K8_sq_r29_c39.tif,O,O1,O1_K8_sq,29,39,2,0,12,124,0,0,0,1.6148422,3.195953,0.7625803,1.021298
O1_K8_sq_r29_c40.tif,O,O1,O1_K8_sq,29,40,3,0,1,59,1,0,0,4.86937,6.8835907,0.19709766,1.0512712
O1_K8_sq_r28_c2.tif,O,O1,O1_K8_sq,28,2,5,0,2,117,0,0,0,3.9473917,3.551059,0.16946228,1.0709729
O1_K8_sq_r28_c3.tif,O,O1,O1_K8_sq,28,3,2,0,3,123,1,0,0,1.7390608,3.4417953,0.22994727,1.0910252
O1_K8_sq_r28_c4.tif,O,O1,O1_K8_sq,28,4,2,0,17,148,0,2,2,1.337739,2.6475348,0.8844125,1.0091388
O1_K8_sq_r28_c5.tif,O,O1,O1_K8_sq,28,5,1,1,20,76,0,1,1,1.3564672,13.423001,1.7508842,0.8785624
O1_K8_sq_r28_c6.tif,O,O1,O1_K8_sq,28,6,2,1,8,51,0,1,1,3.532467,20.97344,1.1343381,0.9241414
O1_K8_sq_r28_c23.tif,O,O1,O1_K8_sq,28,23,2,1,10,118,2,1,1,1.6998336,10.092483,0.6742814,1.0232409
O1_K8_sq_r28_c24.tif,O,O1,O1_K8_sq,28,24,0,0,21,127,0,2,2,0.3014372,2.9828894,1.2241955,0.9761805
O1_K8_sq_r28_c25.tif,O,O1,O1_K8_sq,28,25,0,1,20,126,1,1,1,0.30346024,9.008726,1.1750901,0.9750243
O1_K8_sq_r28_c26.tif,O,O1,O1_K8_sq,28,26,0,1,17,119,1,1,1,0.32529193,9.656836,1.0752931,0.98733443
O1_K8_sq_r28_c31.tif,O,O1,O1_K8_sq,28,31,1,1,30,116,2,1,1,0.90431154,8.948668,1.7366494,0.8919609
O1_K8_sq_r28_c32.tif,O,O1,O1_K8_sq,28,32,1,1,10,118,1,1,1,1.0276268,10.1689415,0.67938966,1.0309927
O1_K8_sq_r28_c33.tif,O,O1,O1_K8_sq,28,33,1,0,10,122,1,2,2,1.0047907,3.3143213,0.66429216,1.0421098
O1_K8_sq_r28_c34.tif,O,O1,O1_K8_sq,28,34,0,1,20,117,1,1,1,0.32296842,9.587859,1.2506316,0.96387565
O1_K8_sq_r28_c35.tif,O,O1,O1_K8_sq,28,35,0,2,24,87,1,1,1,0.3931789,19.453627,1.8195828,0.8738188
O1_K8_sq_r28_c36.tif,O,O1,O1_K8_sq,28,36,0,0,15,120,2,2,2,0.33004072,3.265937,0.96630603,1.0101309
O1_K8_sq_r28_c37.tif,O,O1,O1_K8_sq,28,37,0,0,12,114,1,1,1,0.3532467,3.4955733,0.8340721,1.0273223
O1_K8_sq_r28_c38.tif,O,O1,O1_K8_sq,28,38,0,1,16,104,1,1,1,0.3676063,10.91301,1.1457304,0.9757136
O1_K8_sq_r28_c39.tif,O,O1,O1_K8_sq,28,39,2,0,4,61,0,0,0,3.276491,6.484542,0.5570151,1.0236163
O1_K8_sq_r28_c40.tif,O,O1,O1_K8_sq,28,40,1,0,3,65,0,1,1,1.9105173,6.3018785,0.42103022,1.0594834
O1_K8_sq_r28_c41.tif,O,O1,O1_K8_sq,28,41,2,0,2,59,0,0,0,3.4781215,6.8835907,0.3284961,1.0512712
O1_K8_sq_r27_c1.tif,O,O1,O1_K8_sq,27,1,5,0,4,83,1,0,0,5.2911844,4.7599297,0.4088728,1.0201635
O1_K8_sq_r27_c2.tif,O,O1,O1_K8_sq,27,2,3,0,4,127,1,0,0,2.3272724,3.2899516,0.28260326,1.0766696
O1_K8_sq_r27_c3.tif,O,O1,O1_K8_sq,27,3,2,0,9,106,1,0,0,1.8998142,3.7599447,0.6818365,1.0278124
O1_K8_sq_r27_c4.tif,O,O1,O1_K8_sq,27,4,2,0,11,109,1,0,0,1.8232087,3.6083338,0.7920995,1.0141534
O1_K8_sq_r27_c5.tif,O,O1,O1_K8_sq,27,5,2,1,12,100,0,1,1,1.9322897,11.4726515,0.9124892,0.98648703
O1_K8_sq_r27_c6.tif,O,O1,O1_K8_sq,27,6,5,0,7,53,1,0,0,7.423453,6.67811,0.9560708,0.917044
O1_K8_sq_r27_c7.tif,O,O1,O1_K8_sq,27,7,2,0,5,64,0,0,0,3.0969574,6.129225,0.6434924,1.0147243
O1_K8_sq_r27_c8.tif,O,O1,O1_K8_sq,27,8,5,0,4,58,0,0,0,7.2082806,6.484542,0.5570151,0.9736838
O1_K8_sq_r27_c9.tif,O,O1,O1_K8_sq,27,9,3,1,14,106,0,1,1,2.5119765,10.653176,0.9828812,0.97071165
O1_K8_sq_r27_c25.tif,O,O1,O1_K8_sq,27,25,1,2,29,97,1,1,1,1.0354713,17.07761,1.9233321,0.8547606
O1_K8_sq_r27_c32.tif,O,O1,O1_K8_sq,27,32,0,0,7,80,1,1,1,0.5080402,5.0273414,0.71973866,1.0387644
O1_K8_sq_r27_c33.tif,O,O1,O1_K8_sq,27,33,0,1,20,130,2,1,1,0.29552665,8.773204,1.1443689,0.9795582
O1_K8_sq_r27_c34.tif,O,O1,O1_K8_sq,27,34,0,0,12,15,2,1,1,1.5591578,15.428738,3.6814218,0.61382544
O1_K8_sq_r27_c35.tif,O,O1,O1_K8_sq,27,35,1,1,17,37,1,1,1,2.3387368,23.143106,2.5769954,0.74253076
O1_K8_sq_r27_c36.tif,O,O1,O1_K8_sq,27,36,2,1,15,100,1,1,1,1.8839824,11.185835,1.1031994,0.96182483
O1_K8_sq_r27_c37.tif,O,O1,O1_K8_sq,27,37,2,0,14,118,2,0,0,1.6623374,3.2899516,0.9106105,1.0006694
O1_K8_sq_r27_c38.tif,O,O1,O1_K8_sq,27,38,2,0,7,101,1,0,0,2.0185525,3.9949412,0.5719352,1.0407807
O1_K8_sq_r27_c39.tif,O,O1,O1_K8_sq,27,39,0,0,4,123,0,1,1,0.35050836,3.4684758,0.29793835,1.0994828
O1_K8_sq_r27_c40.tif,O,O1,O1_K8_sq,27,40,0,0,5,78,1,1,1,0.531948,5.263922,0.5526464,1.0606251
O1_K8_sq_r27_c41.tif,O,O1,O1_K8_sq,27,41,1,0,4,90,0,1,1,1.39842,4.6127152,0.39622724,1.0714898
O1_K8_sq_r26_c1.tif,O,O1,O1_K8_sq,26,1,6,0,1,137,0,0,0,4.026045,3.0646124,0.08774896,1.0815859
O1_K8_sq_r26_c2.tif,O,O1,O1_K8_sq,26,2,3,0,9,143,0,0,0,2.0159812,2.8498943,0.51680595,1.0496957
O1_K8_sq_r26_c3.tif,O,O1,O1_K8_sq,26,3,1,0,10,141,0,2,2,0.8808229,2.9054117,0.58233404,1.0552294
O1_K8_sq_r26_c4.tif,O,O1,O1_K8_sq,26,4,2,0,4,118,1,0,0,1.794269,3.551059,0.3050321,1.0800875
O1_K8_sq_r26_c5.tif,O,O1,O1_K8_sq,26,5,3,0,13,134,0,0,0,2.0822964,2.9436407,0.7585666,1.016225
O1_K8_sq_r26_c6.tif,O,O1,O1_K8_sq,26,6,1,0,2,144,0,2,2,0.9103807,3.0029087,0.14330366,1.113763
O1_K8_sq_r26_c7.tif,O,O1,O1_K8_sq,26,7,2,0,9,82,0,0,0,2.3797672,4.7098255,0.85408986,0.9973361
O1_K8_sq_r26_c8.tif,O,O1,O1_K8_sq,26,8,5,0,11,101,0,0,0,4.179591,3.7599447,0.825381,0.9795582
O1_K8_sq_r26_c9.tif,O,O1,O1_K8_sq,26,9,2,0,10,114,0,0,0,1.7662334,3.4955733,0.7006206,1.0273223
O1_K8_sq_r26_c10.tif,O,O1,O1_K8_sq,26,10,5,0,5,67,0,0,0,6.29584,5.663714,0.5946195,0.9812685
O1_K8_sq_r26_c11.tif,O,O1,O1_K8_sq,26,11,3,0,14,80,0,0,0,3.1970608,4.5195293,1.2509397,0.9338387
O1_K8_sq_r26_c12.tif,O,O1,O1_K8_sq,26,12,1,1,36,93,0,1,1,1.0199002,10.092483,2.3439307,0.80736727
O1_K8_sq_r26_c13.tif,O,O1,O1_K8_sq,26,13,2,1,15,135,0,1,1,1.458567,8.660001,0.85408986,1.0039655
O1_K8_sq_r26_c14.tif,O,O1,O1_K8_sq,26,14,2,1,24,118,0,1,1,1.5379449,9.131293,1.4234831,0.92578936
O1_K8_sq_r26_c16.tif,O,O1,O1_K8_sq,26,16,0,1,16,88,1,1,1,0.42257547,12.544861,1.3170544,0.9498842
