patch_df_cortex_cell
patch name;p value;Split;rIdx;cIdx;x_min;x_max;y_min;y_max;BC;CD11b+;DC (CD11c+);DN3;Endo;Fb (PDPN+, ERTR7+);Fb (PDPN+, ERTR7-);Fb (PDPN-, ERTR7+);ICOS+;ISP8;MP;Postsel DP (CD69+);Postsel DP (CD69-);Presel DP;SP4 (CD69+);SP4 (CD69-);SP4 (Helios+);SP8 (CD69+);SP8 (CD69-);T-reg;TEC (PDPN+);cDC1 (XCR1+);cDC2 (SIRPa+);cTEC hi (Ly51+);cTEC hi (Ly51-);cTEC lo (Ly51+);cTEC lo (Ly51-);gd-TC (PD1+);gd-TC (PD1-);mTEC (Aire+);mTEC (CD49f+);mTEC (K10+);mTEC (Ly6g+);mTEC (PIGR+);mTEC hi (K14+, CD86+);mTEC hi (K14+, CD86-);mTEC hi (K8+, CD86+);mTEC hi (K8+, CD86-);mTEC lo (K14+);mTEC lo (K8+);pDCs (PDCA1+);n_cells_total;age;white_pixel_count;base
O1_K8_sq_r38_c38.tif;0.04;O1;38;38;18893;19093;2000;2200;0;0;0;5;3;0;0;4;0;1;0;0;24;211;0;0;0;0;0;0;2;0;0;4;2;11;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;O;16298;O1_K8_sq
O1_K8_sq_r38_c39.tif;0.06;O1;38;39;19093;19293;2000;2200;0;0;0;6;2;0;0;2;0;0;2;0;27;251;0;0;0;0;0;0;0;0;0;1;0;10;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;O;15682;O1_K8_sq
O1_K8_sq_r38_c40.tif;0.5800000000000001;O1;38;40;19293;19493;2000;2200;0;0;0;5;0;0;0;0;0;0;1;0;13;241;0;0;0;0;0;0;0;0;0;1;0;16;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;O;13254;O1_K8_sq
O1_K8_sq_r38_c41.tif;0.0999999999999999;O1;38;41;19493;19693;2000;2200;0;0;0;4;0;0;0;0;0;0;0;0;38;296;0;0;0;0;0;1;0;1;0;0;1;4;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405;O;15827;O1_K8_sq
O1_K8_sq_r38_c42.tif;0.0;O1;38;42;19693;19893;2000;2200;0;0;0;3;0;0;0;0;0;0;0;0;35;290;0;0;0;0;0;0;0;0;0;4;1;2;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391;O;18195;O1_K8_sq
O1_K8_sq_r38_c43.tif;0.0;O1;38;43;19893;20093;2000;2200;0;0;0;8;2;2;1;2;0;0;1;0;18;203;0;0;0;0;0;0;0;0;0;10;4;11;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303;O;20921;O1_K8_sq
O1_K8_sq_r37_c36.tif;0.5900000000000001;O1;37;36;18493;18693;2200;2400;0;0;0;1;2;5;1;0;0;0;0;0;17;189;0;0;0;0;0;0;2;0;0;4;1;16;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;O;12663;O1_K8_sq
O1_K8_sq_r37_c37.tif;0.14;O1;37;37;18693;18893;2200;2400;0;0;0;1;11;7;0;5;0;1;1;2;43;235;0;0;0;0;0;0;1;0;0;3;4;14;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368;O;12181;O1_K8_sq
O1_K8_sq_r37_c38.tif;0.71;O1;37;38;18893;19093;2200;2400;0;1;1;6;0;0;0;0;0;2;1;3;78;251;0;0;0;0;0;0;0;0;0;1;5;5;47;1;0;0;0;0;0;0;0;0;0;0;0;0;0;402;O;11033;O1_K8_sq
O1_K8_sq_r37_c39.tif;0.6699999999999999;O1;37;39;19093;19293;2200;2400;1;3;1;0;2;6;0;13;0;1;3;3;40;217;1;4;0;0;0;0;5;0;0;1;7;4;43;1;1;1;0;0;0;1;0;5;0;0;1;0;0;365;O;13477;O1_K8_sq
O1_K8_sq_r37_c40.tif;0.2099999999999999;O1;37;40;19293;19493;2200;2400;1;4;0;3;2;2;0;0;0;1;3;0;31;265;0;3;0;0;0;1;4;0;0;1;3;7;48;1;0;0;0;0;0;0;0;2;0;1;0;0;0;383;O;14252;O1_K8_sq
O1_K8_sq_r37_c41.tif;0.39;O1;37;41;19493;19693;2200;2400;0;2;1;3;1;1;0;4;0;2;0;0;54;272;0;0;0;0;0;0;2;0;0;0;3;2;58;0;1;0;0;0;0;0;0;0;0;0;0;0;0;406;O;14097;O1_K8_sq
O1_K8_sq_r37_c42.tif;0.0999999999999999;O1;37;42;19693;19893;2200;2400;0;0;0;2;2;0;0;2;0;0;2;1;35;310;0;0;0;0;0;0;0;0;0;1;3;0;61;1;1;0;0;0;0;0;0;0;0;0;0;0;0;421;O;15555;O1_K8_sq
O1_K8_sq_r37_c43.tif;0.0699999999999999;O1;37;43;19893;20093;2200;2400;0;0;0;5;0;0;0;0;0;0;0;0;24;249;0;0;0;0;0;0;0;0;0;2;1;5;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342;O;17664;O1_K8_sq
O1_K8_sq_r36_c34.tif;0.78;O1;36;34;18093;18293;2400;2600;1;0;0;4;0;4;2;1;0;1;0;0;14;199;0;0;0;0;0;0;0;0;0;6;5;9;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;O;9924;O1_K8_sq
O1_K8_sq_r36_c35.tif;0.2299999999999999;O1;36;35;18293;18493;2400;2600;1;0;0;4;8;0;2;9;0;1;0;0;45;260;0;0;0;0;0;0;0;0;0;0;8;2;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;O;6669;O1_K8_sq
O1_K8_sq_r36_c36.tif;0.96;O1;36;36;18493;18693;2400;2600;2;0;0;6;10;2;4;11;0;2;0;1;64;247;0;0;0;0;0;0;2;0;0;5;9;5;40;2;0;0;0;0;0;0;0;0;0;0;1;0;0;413;O;9720;O1_K8_sq
O1_K8_sq_r36_c37.tif;0.76;O1;36;37;18693;18893;2400;2600;1;1;0;4;0;0;0;1;0;1;1;1;59;290;0;0;0;0;0;0;0;0;0;2;6;0;52;1;1;0;0;0;0;0;0;0;0;0;0;0;0;421;O;10262;O1_K8_sq
O1_K8_sq_r36_c38.tif;0.2199999999999999;O1;36;38;18893;19093;2400;2600;0;9;0;0;0;0;0;0;0;1;2;4;133;221;0;0;0;0;0;1;0;1;0;0;16;1;46;0;0;0;0;0;1;0;0;0;0;0;0;0;0;436;O;12266;O1_K8_sq
O1_K8_sq_r36_c39.tif;0.0;O1;36;39;19093;19293;2400;2600;1;8;1;0;0;0;0;0;1;1;1;5;49;82;25;21;0;0;1;1;6;2;2;1;17;0;15;1;2;4;1;3;1;3;0;3;0;11;1;2;0;272;O;16237;O1_K8_sq
O1_K8_sq_r36_c40.tif;0.01;O1;36;40;19293;19493;2400;2600;0;5;0;0;5;5;0;2;1;0;0;3;28;131;20;20;0;0;1;2;4;1;0;0;16;0;23;2;2;0;0;4;1;0;0;5;3;9;0;0;0;293;O;16399;O1_K8_sq
O1_K8_sq_r36_c41.tif;0.04;O1;36;41;19493;19693;2400;2600;2;0;0;3;2;0;0;4;0;0;2;0;49;286;0;0;0;0;0;0;0;0;0;1;9;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;O;14285;O1_K8_sq
O1_K8_sq_r36_c42.tif;0.18;O1;36;42;19693;19893;2400;2600;1;0;1;1;1;2;0;0;0;0;1;1;27;305;0;0;0;0;0;0;0;1;0;0;7;1;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;O;13474;O1_K8_sq
O1_K8_sq_r36_c43.tif;0.0699999999999999;O1;36;43;19893;20093;2400;2600;0;0;1;2;3;3;0;2;0;0;0;0;5;168;0;0;0;0;0;0;1;0;0;9;1;8;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;O;17009;O1_K8_sq
O1_K8_sq_r35_c32.tif;0.05;O1;35;32;17693;17893;2600;2800;0;0;0;3;0;1;0;3;0;0;0;0;10;193;0;0;0;0;0;0;3;0;0;8;4;21;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;O;16092;O1_K8_sq
O1_K8_sq_r35_c33.tif;1.0;O1;35;33;17893;18093;2600;2800;0;0;0;6;2;1;1;3;0;2;0;0;37;281;0;0;0;0;0;0;0;0;0;11;6;9;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390;O;8851;O1_K8_sq
O1_K8_sq_r35_c34.tif;0.76;O1;35;34;18093;18293;2600;2800;0;0;0;4;0;1;0;1;0;2;3;3;57;297;0;0;0;0;0;1;0;1;0;2;13;1;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433;O;9475;O1_K8_sq
O1_K8_sq_r35_c40.tif;0.13;O1;35;40;19293;19493;2600;2800;1;3;1;3;1;1;0;4;1;1;3;6;100;236;0;0;0;0;0;0;0;0;0;0;14;0;47;0;0;0;0;0;0;0;0;1;0;0;3;0;0;426;O;14127;O1_K8_sq
O1_K8_sq_r35_c41.tif;0.05;O1;35;41;19493;19693;2600;2800;0;0;0;4;0;0;0;1;1;1;2;0;71;310;0;0;0;0;0;0;0;0;0;3;7;1;53;1;0;0;0;0;0;0;0;0;0;0;0;0;0;455;O;14479;O1_K8_sq
O1_K8_sq_r35_c42.tif;0.03;O1;35;42;19693;19893;2600;2800;0;0;0;7;6;5;3;1;0;0;1;0;17;214;0;0;0;0;0;0;3;0;0;1;3;1;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;O;15312;O1_K8_sq
O1_K8_sq_r35_c43.tif;0.04;O1;35;43;19893;20093;2600;2800;0;0;0;1;3;3;0;19;0;0;4;0;2;105;0;0;0;0;0;0;1;0;0;2;1;15;45;0;2;0;0;0;0;0;0;0;0;0;1;0;0;204;O;20479;O1_K8_sq
O1_K8_sq_r34_c28.tif;0.8200000000000001;O1;34;28;16893;17093;2800;3000;0;0;0;4;2;16;1;6;1;4;1;0;20;102;0;0;0;0;0;0;1;0;0;9;2;19;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;O;8606;O1_K8_sq
O1_K8_sq_r34_c29.tif;0.38;O1;34;29;17093;17293;2800;3000;0;0;0;3;2;18;3;5;1;1;0;1;20;158;0;0;0;0;0;0;2;0;0;6;3;31;15;0;1;0;0;0;0;0;0;0;0;0;2;0;0;272;O;11704;O1_K8_sq
O1_K8_sq_r34_c31.tif;0.79;O1;34;31;17493;17693;2800;3000;0;0;0;2;6;0;0;12;0;5;0;0;26;217;0;0;0;0;0;0;0;0;0;0;4;5;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;O;10763;O1_K8_sq
O1_K8_sq_r34_c32.tif;0.52;O1;34;32;17693;17893;2800;3000;1;0;0;2;3;0;0;5;0;1;2;0;48;331;0;0;0;0;0;0;0;0;0;4;7;14;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451;O;7685;O1_K8_sq
O1_K8_sq_r34_c40.tif;0.05;O1;34;40;19293;19493;2800;3000;2;2;0;1;3;3;0;3;1;0;1;11;138;205;0;0;0;0;0;0;4;0;0;4;10;6;41;0;3;0;0;0;0;0;0;0;0;0;0;0;1;439;O;14348;O1_K8_sq
O1_K8_sq_r34_c41.tif;0.03;O1;34;41;19493;19693;2800;3000;1;4;0;3;3;1;0;4;2;0;4;2;119;227;0;0;0;0;0;0;1;2;0;0;12;2;50;2;2;0;0;0;0;0;0;0;0;0;0;0;0;441;O;15181;O1_K8_sq
O1_K8_sq_r34_c42.tif;0.05;O1;34;42;19693;19893;2800;3000;0;0;1;4;4;3;0;6;0;1;2;0;21;121;0;0;0;0;0;0;4;0;0;8;4;12;39;1;1;0;0;0;0;0;0;0;0;0;0;0;0;232;O;17836;O1_K8_sq
O1_K8_sq_r33_c25.tif;0.63;O1;33;25;16293;16493;3000;3200;0;0;0;5;0;0;0;0;0;4;0;0;6;238;0;0;0;0;0;0;0;0;1;0;2;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313;O;12217;O1_K8_sq
O1_K8_sq_r33_c26.tif;0.31;O1;33;26;16493;16693;3000;3200;0;0;0;3;0;0;0;1;0;1;3;0;27;267;0;0;0;0;0;0;0;0;0;0;8;4;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;O;11048;O1_K8_sq
O1_K8_sq_r33_c27.tif;0.76;O1;33;27;16693;16893;3000;3200;0;0;0;4;13;8;7;0;0;4;0;0;31;243;0;0;0;0;0;0;2;1;0;5;0;24;20;0;0;0;0;0;0;0;0;0;0;0;4;0;0;366;O;8883;O1_K8_sq
O1_K8_sq_r33_c28.tif;0.6799999999999999;O1;33;28;16893;17093;3000;3200;1;0;0;0;3;1;1;11;0;7;0;0;42;289;0;0;0;0;0;2;0;1;0;7;6;21;27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;420;O;9047;O1_K8_sq
O1_K8_sq_r33_c29.tif;0.97;O1;33;29;17093;17293;3000;3200;0;0;0;0;2;1;0;6;0;3;3;1;48;297;0;0;0;0;0;0;0;0;0;13;1;25;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;419;O;9311;O1_K8_sq
O1_K8_sq_r33_c30.tif;0.2299999999999999;O1;33;30;17293;17493;3000;3200;1;0;1;0;4;2;0;10;0;2;1;4;85;274;0;0;0;0;0;1;0;2;0;4;9;12;36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;449;O;9003;O1_K8_sq
O1_K8_sq_r33_c31.tif;0.6;O1;33;31;17493;17693;3000;3200;3;0;0;5;8;2;0;20;0;1;1;7;106;209;0;0;0;0;0;0;0;1;0;3;22;5;31;0;0;0;0;0;0;0;0;0;0;0;2;0;0;426;O;9934;O1_K8_sq
O1_K8_sq_r33_c32.tif;0.43;O1;33;32;17693;17893;3000;3200;2;2;0;0;3;5;1;3;2;0;5;11;162;224;0;0;0;0;0;0;0;0;0;5;19;1;33;2;0;0;0;0;0;0;0;3;0;0;2;0;0;485;O;9688;O1_K8_sq
O1_K8_sq_r33_c40.tif;0.6799999999999999;O1;33;40;19293;19493;3000;3200;6;0;0;4;4;3;1;5;1;1;2;0;42;246;0;0;0;0;0;1;0;0;0;1;11;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;O;11123;O1_K8_sq
O1_K8_sq_r33_c41.tif;0.39;O1;33;41;19493;19693;3000;3200;1;0;0;4;6;1;0;7;0;1;1;0;11;143;0;0;0;0;0;1;7;0;0;3;5;5;47;0;1;0;0;0;0;0;0;0;0;0;2;0;0;246;O;13608;O1_K8_sq
O1_K8_sq_r32_c15.tif;0.04;O1;32;15;14293;14493;3200;3400;0;0;0;6;0;7;0;5;0;0;1;0;1;110;0;0;0;0;0;0;10;0;0;7;0;13;38;1;0;0;0;0;0;0;0;0;0;0;2;0;0;201;O;16197;O1_K8_sq
O1_K8_sq_r32_c16.tif;0.74;O1;32;16;14493;14693;3200;3400;0;0;0;12;0;0;1;1;0;0;0;0;9;234;0;0;0;0;0;0;1;0;0;10;3;10;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;O;11968;O1_K8_sq
O1_K8_sq_r32_c17.tif;0.03;O1;32;17;14693;14893;3200;3400;0;0;0;10;6;6;5;6;0;1;1;1;9;152;0;0;0;0;0;0;4;0;2;6;6;5;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;O;13531;O1_K8_sq
O1_K8_sq_r32_c18.tif;0.3299999999999999;O1;32;18;14893;15093;3200;3400;1;0;0;5;4;6;1;4;0;0;1;0;10;213;0;0;0;0;0;0;0;0;0;6;2;12;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;O;12666;O1_K8_sq
O1_K8_sq_r32_c19.tif;0.49;O1;32;19;15093;15293;3200;3400;0;0;0;11;2;1;0;3;0;2;1;0;16;168;0;0;0;0;0;0;2;0;0;8;2;30;23;0;1;0;0;0;0;0;0;0;0;0;0;0;0;270;O;14373;O1_K8_sq
O1_K8_sq_r32_c20.tif;0.73;O1;32;20;15293;15493;3200;3400;0;0;0;11;0;4;0;0;0;0;0;0;16;208;0;0;0;0;0;0;5;0;0;6;2;14;34;0;1;0;0;0;0;0;0;0;0;0;0;0;0;301;O;11427;O1_K8_sq
O1_K8_sq_r32_c21.tif;0.97;O1;32;21;15493;15693;3200;3400;0;0;0;3;0;8;0;13;0;0;1;0;17;157;0;0;0;0;0;0;7;0;0;3;2;1;49;1;0;0;0;0;0;0;0;0;0;0;0;0;0;262;O;11233;O1_K8_sq
O1_K8_sq_r32_c24.tif;0.0799999999999999;O1;32;24;16093;16293;3200;3400;0;0;0;5;0;5;0;5;0;4;2;0;22;222;0;0;0;0;0;0;0;0;0;0;6;6;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;O;13337;O1_K8_sq
O1_K8_sq_r32_c25.tif;0.87;O1;32;25;16293;16493;3200;3400;0;0;0;1;2;0;0;0;0;1;2;1;36;347;0;0;0;0;0;0;2;0;0;1;4;10;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454;O;8975;O1_K8_sq
O1_K8_sq_r32_c26.tif;0.94;O1;32;26;16493;16693;3200;3400;0;0;0;2;7;4;1;5;0;6;0;0;21;318;0;0;0;0;0;0;3;0;0;2;5;5;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426;O;8977;O1_K8_sq
O1_K8_sq_r32_c27.tif;0.54;O1;32;27;16693;16893;3200;3400;0;0;0;3;6;2;0;11;0;2;3;1;45;291;0;0;0;0;0;0;0;0;0;4;17;3;33;1;0;0;0;0;0;0;0;0;0;0;1;0;0;423;O;8771;O1_K8_sq
O1_K8_sq_r32_c28.tif;0.71;O1;32;28;16893;17093;3200;3400;1;0;0;0;3;9;0;0;0;2;2;1;52;281;0;0;0;0;0;1;1;0;2;4;11;16;28;0;1;0;0;0;0;0;0;0;0;0;0;0;1;416;O;10587;O1_K8_sq
O1_K8_sq_r32_c29.tif;0.92;O1;32;29;17093;17293;3200;3400;3;3;1;1;10;13;1;6;1;1;2;8;71;201;0;0;0;0;0;5;3;0;0;17;13;6;24;3;2;0;0;0;0;0;0;1;0;0;1;0;0;397;O;10111;O1_K8_sq
O1_K8_sq_r32_c31.tif;0.71;O1;32;31;17493;17693;3200;3400;6;3;0;0;4;0;0;19;2;1;1;6;67;251;0;0;0;0;0;2;1;0;0;10;21;0;25;0;1;0;0;0;0;0;0;1;0;0;1;0;0;422;O;9558;O1_K8_sq
O1_K8_sq_r32_c40.tif;0.47;O1;32;40;19293;19493;3200;3400;1;3;0;3;4;7;1;7;1;1;1;2;32;236;0;0;0;0;0;1;2;0;0;3;13;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;O;11532;O1_K8_sq
O1_K8_sq_r32_c41.tif;0.35;O1;32;41;19493;19693;3200;3400;0;0;0;4;3;3;1;2;0;0;2;0;10;180;0;0;0;0;0;0;0;0;0;2;4;5;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;O;12178;O1_K8_sq
O1_K8_sq_r31_c4.tif;0.61;O1;31;4;12093;12293;3400;3600;0;0;2;8;0;11;0;2;0;0;0;0;1;121;0;0;0;0;0;0;11;0;0;0;5;1;43;0;1;0;0;0;0;0;0;0;0;0;0;0;0;206;O;12476;O1_K8_sq
O1_K8_sq_r31_c5.tif;0.84;O1;31;5;12293;12493;3400;3600;0;0;3;10;4;2;0;1;0;0;0;0;36;210;0;0;0;0;0;0;4;0;1;3;0;15;41;0;1;0;0;0;0;0;0;0;0;0;4;0;0;335;O;11250;O1_K8_sq
O1_K8_sq_r31_c6.tif;0.83;O1;31;6;12493;12693;3400;3600;0;0;1;9;0;0;0;0;0;1;0;0;19;258;0;0;0;0;0;0;0;0;0;1;8;10;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351;O;9512;O1_K8_sq
O1_K8_sq_r31_c7.tif;0.52;O1;31;7;12693;12893;3400;3600;0;0;0;3;0;4;0;1;0;3;0;0;11;297;0;0;0;0;0;0;0;0;0;1;8;4;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382;O;10475;O1_K8_sq
O1_K8_sq_r31_c8.tif;0.14;O1;31;8;12893;13093;3400;3600;0;0;0;7;0;0;0;1;0;2;0;0;21;264;0;0;0;0;0;0;0;0;1;5;7;14;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357;O;12491;O1_K8_sq
O1_K8_sq_r31_c9.tif;0.78;O1;31;9;13093;13293;3400;3600;0;0;0;4;0;2;0;6;0;3;0;0;32;275;0;0;0;0;0;0;0;0;0;11;5;9;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;O;11083;O1_K8_sq
O1_K8_sq_r31_c10.tif;0.43;O1;31;10;13293;13493;3400;3600;0;0;0;10;3;5;2;3;0;1;2;0;22;228;0;0;0;0;0;0;0;0;0;9;3;12;38;0;1;0;0;0;0;0;0;0;0;0;0;0;0;339;O;11612;O1_K8_sq
O1_K8_sq_r31_c11.tif;0.05;O1;31;11;13493;13693;3400;3600;0;0;0;12;1;4;0;4;0;2;0;0;35;202;0;0;0;0;0;0;0;0;0;23;1;16;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;O;13900;O1_K8_sq
O1_K8_sq_r31_c12.tif;0.62;O1;31;12;13693;13893;3400;3600;0;0;0;12;6;18;3;10;0;1;1;0;22;133;0;0;0;0;0;1;4;0;1;22;1;18;20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;275;O;10995;O1_K8_sq
O1_K8_sq_r31_c13.tif;0.85;O1;31;13;13893;14093;3400;3600;1;0;0;9;1;3;0;7;0;2;0;0;21;208;0;0;0;0;0;0;0;1;0;2;5;27;25;0;0;0;0;0;0;0;0;0;0;0;1;0;0;313;O;11766;O1_K8_sq
O1_K8_sq_r31_c14.tif;0.79;O1;31;14;14093;14293;3400;3600;0;0;0;8;2;2;1;1;0;1;0;0;22;232;0;0;0;0;0;0;0;0;0;11;0;12;38;0;0;0;0;0;0;0;0;0;0;0;1;0;0;331;O;11383;O1_K8_sq
O1_K8_sq_r31_c15.tif;0.25;O1;31;15;14293;14493;3400;3600;0;0;0;10;7;11;1;11;0;0;1;0;4;115;0;0;0;0;0;0;2;0;0;10;6;11;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;O;12036;O1_K8_sq
O1_K8_sq_r31_c16.tif;0.5800000000000001;O1;31;16;14493;14693;3400;3600;0;0;0;5;2;2;1;8;0;8;3;0;17;261;0;0;0;0;0;0;3;0;0;12;5;6;36;0;1;0;0;0;0;0;0;1;0;0;0;0;0;371;O;10378;O1_K8_sq
O1_K8_sq_r31_c17.tif;0.73;O1;31;17;14693;14893;3400;3600;1;0;0;6;11;9;4;5;0;1;3;2;18;241;0;0;0;0;0;1;3;0;0;5;2;14;24;1;0;0;0;0;0;0;0;0;0;0;1;0;0;352;O;7033;O1_K8_sq
O1_K8_sq_r31_c18.tif;0.6799999999999999;O1;31;18;14893;15093;3400;3600;1;0;0;8;0;1;0;0;0;1;1;0;30;249;0;0;0;0;0;1;1;0;0;6;4;13;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;O;9013;O1_K8_sq
O1_K8_sq_r31_c19.tif;0.3399999999999999;O1;31;19;15093;15293;3400;3600;0;0;0;3;0;0;0;7;0;0;0;0;27;261;0;0;0;0;0;0;0;0;0;6;0;34;21;1;0;0;0;0;0;0;0;0;0;0;3;0;0;363;O;11169;O1_K8_sq
O1_K8_sq_r31_c20.tif;0.41;O1;31;20;15293;15493;3400;3600;1;0;0;1;0;0;0;0;0;1;1;0;25;336;0;0;0;0;0;0;0;0;1;1;2;13;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;O;8133;O1_K8_sq
O1_K8_sq_r31_c21.tif;0.8200000000000001;O1;31;21;15493;15693;3400;3600;1;0;0;5;0;1;2;4;0;2;0;0;22;308;0;0;0;0;0;0;1;1;0;3;2;9;45;1;1;0;0;0;0;0;0;0;0;0;0;0;0;408;O;9099;O1_K8_sq
O1_K8_sq_r31_c22.tif;0.54;O1;31;22;15693;15893;3400;3600;0;0;0;9;2;2;1;0;0;0;2;1;25;243;0;0;0;0;0;0;5;0;1;4;3;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;O;11191;O1_K8_sq
O1_K8_sq_r31_c23.tif;0.1999999999999999;O1;31;23;15893;16093;3400;3600;0;0;0;5;9;5;2;21;0;1;0;0;13;139;0;0;0;0;0;0;1;0;0;16;0;13;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;251;O;11261;O1_K8_sq
O1_K8_sq_r31_c24.tif;0.18;O1;31;24;16093;16293;3400;3600;0;0;1;2;4;9;0;10;0;1;1;0;18;196;0;0;0;0;0;0;2;0;1;2;7;7;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305;O;13831;O1_K8_sq
O1_K8_sq_r31_c25.tif;0.53;O1;31;25;16293;16493;3400;3600;0;0;0;3;0;0;0;0;0;3;1;1;22;311;0;0;0;0;0;0;0;0;0;4;0;7;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394;O;7043;O1_K8_sq
O1_K8_sq_r31_c26.tif;0.48;O1;31;26;16493;16693;3400;3600;0;0;0;2;0;0;0;0;0;3;0;0;35;327;0;0;0;0;0;1;0;0;0;0;10;2;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;O;5844;O1_K8_sq
O1_K8_sq_r31_c36.tif;0.85;O1;31;36;18493;18693;3400;3600;3;1;0;1;3;0;1;1;1;0;5;6;71;239;0;0;0;0;0;1;4;0;0;0;6;0;55;1;1;0;0;0;0;0;0;0;0;0;0;0;0;400;O;10877;O1_K8_sq
O1_K8_sq_r31_c38.tif;0.56;O1;31;38;18893;19093;3400;3600;0;3;1;1;5;3;0;4;0;3;4;0;49;237;0;0;0;0;0;1;3;2;4;9;4;10;34;0;1;0;0;0;0;0;0;0;0;0;2;0;0;380;O;10145;O1_K8_sq
O1_K8_sq_r31_c39.tif;0.0699999999999999;O1;31;39;19093;19293;3400;3600;0;0;0;2;6;1;0;7;0;0;2;6;64;262;0;0;0;0;0;2;1;0;1;5;14;2;39;1;1;0;0;0;0;0;0;0;0;0;3;0;0;419;O;13632;O1_K8_sq
O1_K8_sq_r31_c40.tif;0.5700000000000001;O1;31;40;19293;19493;3400;3600;1;1;0;3;2;4;0;1;0;2;0;0;32;276;0;0;0;0;0;0;0;0;0;6;1;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386;O;10710;O1_K8_sq
O1_K8_sq_r31_c41.tif;0.31;O1;31;41;19493;19693;3400;3600;1;0;0;4;6;3;0;5;0;1;3;1;9;206;0;0;0;0;0;0;0;0;1;0;2;6;56;0;1;0;0;0;0;0;0;0;0;0;0;0;0;305;O;13696;O1_K8_sq
O1_K8_sq_r30_c3.tif;0.05;O1;30;3;11893;12093;3600;3800;0;0;0;10;2;1;0;3;0;0;0;0;4;178;0;0;0;0;0;0;6;0;0;0;2;6;56;0;1;0;0;0;0;0;0;0;0;0;0;0;0;269;O;16912;O1_K8_sq
O1_K8_sq_r30_c4.tif;0.2199999999999999;O1;30;4;12093;12293;3600;3800;0;0;2;5;9;2;0;12;0;0;0;0;27;259;0;0;0;0;0;0;3;0;1;2;3;2;47;0;0;0;0;0;0;0;0;0;0;0;5;0;0;379;O;13802;O1_K8_sq
O1_K8_sq_r30_c5.tif;0.36;O1;30;5;12293;12493;3600;3800;0;0;0;9;5;5;0;13;0;3;3;0;43;259;0;0;0;0;0;0;1;0;3;2;4;7;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;O;12918;O1_K8_sq
O1_K8_sq_r30_c6.tif;0.62;O1;30;6;12493;12693;3600;3800;0;0;1;7;1;0;0;3;0;2;1;0;23;278;0;0;0;0;0;1;0;1;0;3;14;2;43;1;0;0;0;0;0;0;0;0;0;0;1;0;0;382;O;12003;O1_K8_sq
